Invoice ID,Branch,City,Customer type,Customer_name,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,,Male,Female
764-44-4300,C,Nashik,Member,Risha Joshi,Female,Home and lifestyle,76.07,10,38.035,798.735,2020-02-11,08:01:32,Cash,760.7,4.761904762,38.035,5.8,,Rahul Sharma,Trisha Khan
533-01-4829,D,Lucknow,Member,Ishana Sharma,Female,Sports and travel,62.83,2,6.283,131.943,2023-05-26,19:03:48,Credit Card,125.66,4.761904762,6.283,1.4,,Yuvraj Yadav,Qiana Tiwari
176-29-0289,B,Nashik,Normal,Prisha Khan,Female,Electronic accessories,80.57,2,8.057,169.197,2016-05-04,20:17:29,Ewallet,161.14,4.761904762,8.057,1.4,,Ujjwal Gupta,Nitya Yadav
209-30-6473,D,Kochi,Member,Bhuvan Chauhan,Male,Clothing,25.8,2,2.58,54.18,2023-12-15,06:37:29,Cash,51.6,4.761904762,2.58,7.1,,Dheeraj Yadav,Tanisha Patel
317-33-7737,B,Kochi,Member,Pihu Gupta,Female,Electronic accessories,26.74,9,12.033,252.693,2017-07-10,21:47:16,Credit Card,240.66,4.761904762,12.033,4.6,,Chetan Kumar,Farah Joshi
157-60-1728,B,Surat,Normal,Imran Khan,Male,Clothing,19.06,3,2.859,60.039,2020-01-19,16:37:05,Walmart Gift Cards,57.18,4.761904762,2.859,4.2,,Varun Singh,Diya Yadav
280-02-0248,C,Bhopal,Normal,Pratik Chauhan,Male,Health and beauty,56.1,4,11.22,235.62,2019-11-05,16:44:24,Credit Card,224.4,4.761904762,11.22,5.3,,Tanuj Mehta,Vanshika Gupta
900-90-1864,D,Vishakhapatnam,Normal,Elina Chauhan,Female,Food and beverages,41.81,2,4.181,87.801,2018-08-28,07:42:06,Walmart Gift Cards,83.62,4.761904762,4.181,2.5,,Hrishikesh Kapoor,Falak Patel
640-02-1776,E,Agra,Normal,Ishaan Kumar,Male,Food and beverages,16.47,2,1.647,34.587,2020-06-01,07:56:51,Credit Card,32.94,4.761904762,1.647,4.4,,Tanuj Mehta,Bhoomi Tiwari
231-67-9770,A,Jaipur,Member,Lavina Yadav,Female,Food and beverages,53.81,6,16.143,339.003,2022-12-20,13:41:55,Credit Card,322.86,4.761904762,16.143,1.4,,Sagar Mehta,Jiya Sahu
811-04-5404,D,Vadodara,Normal,Kashvi Rajput,Female,Food and beverages,35.04,2,3.504,73.584,2016-11-22,07:55:05,Ewallet,70.08,4.761904762,3.504,3.8,,Abhishek Yadav,Fatima Joshi
350-73-1603,C,Bangalore,Normal,Kanika Singh,Female,Home and lifestyle,79.57,10,39.785,835.485,2020-01-26,14:56:31,Credit Card,795.7,4.761904762,39.785,7,,Yogesh Mehta,Lavanya Sharma
213-17-1908,E,Jaipur,Member,Oishi Tiwari,Female,Electronic accessories,92.87,4,18.574,390.054,2019-08-22,10:48:32,Cash,371.48,4.761904762,18.574,8.5,,Omkar Mehta,Aditi Singh
657-47-6990,B,Chandigarh,Member,Aditi Singh,Female,Food and beverages,97.41,7,34.0935,715.9635,2017-08-22,11:20:29,Walmart Gift Cards,681.87,4.761904762,34.0935,6.7,,Javed Khan,Aashi Mehta
960-94-5530,D,New Delhi,Member,Nupur Singh,Female,Electronic accessories,44.67,8,17.868,375.228,2015-01-18,13:44:19,Ewallet,357.36,4.761904762,17.868,2.1,,Karan Joshi,Prisha Khan
597-61-1018,C,Mumbai,Normal,Farah Joshi,Female,Health and beauty,37.54,3,5.631,118.251,2018-10-21,19:58:21,Cash,112.62,4.761904762,5.631,9.9,,Arnav Patel,Kavya Rajput
453-39-5800,D,Nagpur,Normal,Mohit Sahu,Male,Books,66.7,8,26.68,560.28,2015-10-10,09:46:55,Credit Card,533.6,4.761904762,26.68,3.7,,Javed Khan,Kavya Rajput
804-68-7953,B,Surat,Member,Chirag Kapoor,Male,Books,56.9,2,5.69,119.49,2023-12-08,08:05:55,Ewallet,113.8,4.761904762,5.69,7.5,,Kaushal Yadav,Jigyasa Verma
601-47-9210,E,Pune,Normal,Dia Mehta,Female,Health and beauty,49.38,3,7.407,155.547,2018-05-06,07:47:29,Credit Card,148.14,4.761904762,7.407,3.1,,Jatin Chauhan,Ujala Kapoor
949-87-2010,A,Surat,Member,Charvi Verma,Female,Clothing,60.02,10,30.01,630.21,2020-02-26,23:48:42,Cash,600.2,4.761904762,30.01,8.1,,Siddharth Reddy,Falguni Mehta
280-09-4136,E,Mumbai,Member,Kashish Kapoor,Female,Electronic accessories,75.39,8,30.156,633.276,2018-06-11,02:20:14,Credit Card,603.12,4.761904762,30.156,3.2,,Lokesh Tiwari,Qamar Yadav
913-82-2323,A,Kochi,Normal,Prakash Sahu,Male,Home and lifestyle,17.18,4,3.436,72.156,2017-01-29,15:03:05,Walmart Gift Cards,68.72,4.761904762,3.436,2.1,,Aniket Yadav,Myra Patel
877-14-0831,B,Ahmedabad,Normal,Aaradhya Yadav,Female,Health and beauty,69.18,10,34.59,726.39,2022-04-01,06:06:13,Credit Card,691.8,4.761904762,34.59,6.9,,Sunil Verma,Hema Sahu
968-14-7683,E,Indore,Member,Armaan Khan,Male,Health and beauty,59.46,8,23.784,499.464,2023-03-23,20:10:09,Walmart Gift Cards,475.68,4.761904762,23.784,8.4,,Varun Singh,Zaina Tiwari
205-38-1796,B,Mumbai,Member,Riddhi Verma,Female,Health and beauty,80.87,3,12.1305,254.7405,2020-08-27,11:58:34,Cash,242.61,4.761904762,12.1305,2.1,,Dev Patel,Nupur Singh
654-29-4303,C,Nashik,Member,Pari Chauhan,Female,Health and beauty,75.28,9,33.876,711.396,2016-11-12,14:20:15,Cash,677.52,4.761904762,33.876,4.6,,Pradeep Chauhan,Ishaani Sahu
182-48-5403,A,Vadodara,Member,Ishaan Kumar,Male,Health and beauty,57.52,7,20.132,422.772,2016-12-10,07:08:59,Walmart Gift Cards,402.64,4.761904762,20.132,7.8,,Tanuj Mehta,Veda Singh
554-90-1549,A,Vishakhapatnam,Member,Oorja Gupta,Female,Sports and travel,53.03,1,2.6515,55.6815,2023-05-22,15:14:39,Walmart Gift Cards,53.03,4.761904762,2.6515,7.2,,Jagdish Yadav,Prisha Khan
798-04-8161,E,Vadodara,Normal,Zoya Gupta,Female,Books,83.97,10,41.985,881.685,2023-06-05,18:34:57,Ewallet,839.7,4.761904762,41.985,2.1,,Eshan Verma,Meher Sharma
297-92-5235,A,Agra,Normal,Veda Singh,Female,Books,88.23,10,44.115,926.415,2022-09-10,12:17:23,Credit Card,882.3,4.761904762,44.115,8.8,,Lucky Singh,Gargi Kapoor
515-09-3609,D,Jaipur,Normal,Zaina Tiwari,Female,Books,94.81,2,9.481,199.101,2023-07-23,23:06:43,Ewallet,189.62,4.761904762,9.481,2.4,,Aditya Singh,Meher Sharma
425-09-3783,B,Bhopal,Normal,Aryan Gupta,Male,Health and beauty,71.59,3,10.7385,225.5085,2022-07-08,13:58:25,Walmart Gift Cards,214.77,4.761904762,10.7385,4.3,,Yashvardhan Sharma,Vrinda Sharma
778-10-3301,E,Chennai,Normal,Deepak Verma,Male,Food and beverages,20.89,9,9.4005,197.4105,2021-04-24,20:58:40,Ewallet,188.01,4.761904762,9.4005,9.6,,Keshav Sharma,Gauri Singh
203-00-3745,B,Nagpur,Member,Ishaan Kumar,Male,Food and beverages,13.65,4,2.73,57.33,2015-11-22,02:40:50,Cash,54.6,4.761904762,2.73,4.1,,Mukesh Kumar,Jia Kapoor
664-67-8181,E,Indore,Normal,Dheeraj Yadav,Male,Electronic accessories,78.59,9,35.3655,742.6755,2023-08-07,16:13:48,Ewallet,707.31,4.761904762,35.3655,2.4,,Lucky Singh,Bhavna Sharma
193-41-2719,B,Vadodara,Normal,Chhavi Chauhan,Female,Clothing,25.64,5,6.41,134.61,2022-12-14,23:27:13,Walmart Gift Cards,128.2,4.761904762,6.41,2.1,,Hitesh Yadav,Bhavna Sharma
857-14-7000,D,Pune,Member,Brijesh Sharma,Male,Books,15.81,4,3.162,66.402,2021-04-29,06:43:03,Credit Card,63.24,4.761904762,3.162,3.3,,Siddharth Reddy,Ishana Sharma
316-64-5845,B,Bangalore,Member,Ujala Kapoor,Female,Health and beauty,78.67,8,31.468,660.828,2016-07-02,22:43:00,Walmart Gift Cards,629.36,4.761904762,31.468,7.5,,Prakash Sahu,Charvi Verma
371-58-6648,C,Bhopal,Member,Saisha Khan,Female,Electronic accessories,26.52,6,7.956,167.076,2015-03-10,04:39:19,Cash,159.12,4.761904762,7.956,8.3,,Akash Sharma,Eshita Singh
602-65-9195,A,Lucknow,Member,Ujala Kapoor,Female,Books,12.07,9,5.4315,114.0615,2018-03-10,23:47:13,Credit Card,108.63,4.761904762,5.4315,7,,Jatin Chauhan,Divisha Kapoor
751-61-4775,D,Vishakhapatnam,Normal,Saisha Khan,Female,Clothing,67.94,1,3.397,71.337,2017-02-24,10:07:28,Walmart Gift Cards,67.94,4.761904762,3.397,5.8,,Kunal Gupta,Chandni Joshi
693-92-0065,E,New Delhi,Member,Bhoomi Tiwari,Female,Electronic accessories,57.41,5,14.3525,301.4025,2015-01-22,18:19:35,Walmart Gift Cards,287.05,4.761904762,14.3525,1,,Siddharth Reddy,Charvi Verma
663-83-4133,A,Mumbai,Member,Fatima Joshi,Female,Sports and travel,63.84,3,9.576,201.096,2018-05-09,09:34:46,Ewallet,191.52,4.761904762,9.576,10,,Govind Tiwari,Lavanya Sharma
535-15-7212,B,Jaipur,Member,Yuvika Patel,Female,Health and beauty,27.45,5,6.8625,144.1125,2021-05-27,14:52:30,Cash,137.25,4.761904762,6.8625,7.3,,Lalit Yadav,Megha Kapoor
660-89-5746,C,Nashik,Normal,Vivek Yadav,Male,Sports and travel,10.5,7,3.675,77.175,2016-05-25,06:16:11,Ewallet,73.5,4.761904762,3.675,4.5,,Bhushan Sharma,Ekta Joshi
201-04-9927,D,Hyderabad,Member,Charvi Verma,Female,Books,89.21,4,17.842,374.682,2023-03-04,23:55:28,Cash,356.84,4.761904762,17.842,2.9,,Prakash Sahu,Zara Tiwari
460-80-4348,A,Nashik,Normal,Urvi Khan,Female,Books,72.37,1,3.6185,75.9885,2023-02-26,15:28:17,Ewallet,72.37,4.761904762,3.6185,5.3,,Tarun Kumar,Vrinda Sharma
494-47-4104,B,Jaipur,Member,Raghav Patel,Male,Food and beverages,48.66,4,9.732,204.372,2021-06-23,16:42:04,Credit Card,194.64,4.761904762,9.732,5.6,,Tushar Sahu,Parina Patel
320-38-4459,A,Chennai,Normal,Sagar Mehta,Male,Home and lifestyle,23.64,9,10.638,223.398,2019-04-02,12:03:56,Walmart Gift Cards,212.76,4.761904762,10.638,8.6,,Aryan Gupta,Kashvi Rajput
716-97-9538,D,Jaipur,Member,Zaina Chauhan,Female,Sports and travel,29.96,2,2.996,62.916,2023-09-04,13:15:04,Ewallet,59.92,4.761904762,2.996,6.8,,Utkarsh Yadav,Jhanvi Mehta
613-88-5208,B,Lucknow,Member,Zoya Gupta,Female,Clothing,44.56,5,11.14,233.94,2017-01-25,04:06:39,Walmart Gift Cards,222.8,4.761904762,11.14,4.9,,Pradeep Chauhan,Kanika Singh
318-26-8834,E,New Delhi,Member,Urvashi Joshi,Female,Electronic accessories,19.21,8,7.684,161.364,2018-11-20,00:25:36,Cash,153.68,4.761904762,7.684,4.2,,Sunil Verma,Bhavya Tiwari
510-71-9271,A,Vadodara,Normal,Pratik Chauhan,Male,Home and lifestyle,13.46,7,4.711,98.931,2018-09-17,21:51:08,Walmart Gift Cards,94.22,4.761904762,4.711,6.5,,Abhishek Yadav,Bhoomi Tiwari
572-68-4696,E,Jaipur,Member,Hira Gupta,Female,Home and lifestyle,96.58,4,19.316,405.636,2015-12-30,12:00:56,Ewallet,386.32,4.761904762,19.316,6.9,,Gaurav Tiwari,Gauri Singh
539-56-0007,B,Jaipur,Member,Bhavya Tiwari,Female,Home and lifestyle,81.99,5,20.4975,430.4475,2017-07-31,00:40:37,Ewallet,409.95,4.761904762,20.4975,4,,Jai Kapoor,Zara Tiwari
884-74-6736,A,Bangalore,Member,Sahil Gupta,Male,Clothing,19.99,5,4.9975,104.9475,2016-12-04,14:08:11,Walmart Gift Cards,99.95,4.761904762,4.9975,2.4,,Dheeraj Yadav,Pihu Gupta
528-77-7110,C,Nagpur,Member,Chetana Sahu,Female,Books,74.31,4,14.862,312.102,2015-04-12,05:49:14,Credit Card,297.24,4.761904762,14.862,2,,Ayush Sharma,Bela Yadav
870-83-5466,D,Bhopal,Normal,Bhavna Sharma,Female,Health and beauty,40.55,8,16.22,340.62,2015-10-07,23:59:00,Ewallet,324.4,4.761904762,16.22,9.2,,Inder Rajput,Pari Chauhan
388-85-3293,E,Kolkata,Normal,Trisha Khan,Female,Sports and travel,94.82,9,42.669,896.049,2021-10-04,08:30:15,Walmart Gift Cards,853.38,4.761904762,42.669,2.7,,Om Prakash Sharma,Saanvi Kumar
204-98-4977,B,Indore,Member,Aniket Yadav,Male,Food and beverages,26.68,9,12.006,252.126,2017-01-10,16:21:30,Cash,240.12,4.761904762,12.006,2.6,,Omkar Chauhan,Pari Chauhan
103-43-5338,B,Kolkata,Member,Leela Yadav,Female,Food and beverages,82.36,8,32.944,691.824,2017-11-11,09:19:05,Cash,658.88,4.761904762,32.944,5.8,,Ishan Verma,Kashvi Rajput
509-76-3309,E,Lucknow,Normal,Nitin Singh,Male,Books,39.45,8,15.78,331.38,2022-04-06,17:47:30,Cash,315.6,4.761904762,15.78,2.7,,Pranav Rajput,Dia Mehta
688-53-5327,B,Chennai,Member,Farah Joshi,Female,Clothing,85.18,9,38.331,804.951,2020-02-23,20:10:59,Credit Card,766.62,4.761904762,38.331,8.6,,Chetan Kumar,Sanika Verma
851-30-2235,A,Hyderabad,Member,Manoj Sharma,Male,Clothing,31.99,8,12.796,268.716,2015-07-26,22:29:12,Credit Card,255.92,4.761904762,12.796,9.6,,Inder Rajput,Vanshika Gupta
669-67-7811,D,Vadodara,Normal,Ishaani Sahu,Female,Health and beauty,63.92,8,25.568,536.928,2020-05-30,09:33:21,Ewallet,511.36,4.761904762,25.568,8.2,,Bhuvan Chauhan,Chandni Joshi
195-15-8748,E,Surat,Normal,Zeeshan Patel,Male,Sports and travel,77.28,2,7.728,162.288,2018-03-21,12:10:10,Credit Card,154.56,4.761904762,7.728,8.7,,Inder Rajput,Ekta Joshi
784-11-7085,C,Lucknow,Normal,Qamar Yadav,Female,Home and lifestyle,95.29,4,19.058,400.218,2015-02-08,16:32:22,Cash,381.16,4.761904762,19.058,8.7,,Jagdish Yadav,Vanshika Gupta
257-88-1950,E,Mumbai,Normal,Faisal Khan,Male,Sports and travel,79.92,9,35.964,755.244,2020-06-11,00:01:55,Cash,719.28,4.761904762,35.964,4,,Tanuj Mehta,Kavya Rajput
198-31-4192,D,Mumbai,Member,Bhavna Sharma,Female,Food and beverages,33.63,2,3.363,70.623,2017-10-16,05:26:09,Walmart Gift Cards,67.26,4.761904762,3.363,2.2,,Tarun Kumar,Prisha Khan
560-52-3099,D,Chandigarh,Member,Parth Kapoor,Male,Food and beverages,92.81,3,13.9215,292.3515,2023-07-27,22:24:04,Ewallet,278.43,4.761904762,13.9215,6.1,,Om Prakash Sharma,Farah Joshi
312-42-2389,D,Kochi,Member,Eshita Singh,Female,Clothing,48.18,10,24.09,505.89,2017-06-16,09:35:44,Walmart Gift Cards,481.8,4.761904762,24.09,9.9,,Neeraj Singh,Hetal Patel
744-01-8341,B,Kolkata,Normal,Kavya Rajput,Female,Sports and travel,60.85,3,9.1275,191.6775,2018-11-15,06:07:16,Walmart Gift Cards,182.55,4.761904762,9.1275,8.1,,Imran Khan,Parina Patel
515-39-7209,C,Vishakhapatnam,Member,Parina Patel,Female,Electronic accessories,23.81,2,2.381,50.001,2021-01-26,04:10:59,Credit Card,47.62,4.761904762,2.381,3.7,,Bhushan Sharma,Mahira Verma
633-12-0474,D,New Delhi,Normal,Eshaan Kapoor,Female,Sports and travel,92.53,1,4.6265,97.1565,2015-04-13,10:45:33,Credit Card,92.53,4.761904762,4.6265,5,,Aditya Singh,Ekta Joshi
732-40-1963,C,Nashik,Normal,Dia Mehta,Female,Home and lifestyle,27.06,2,2.706,56.826,2018-02-18,06:57:40,Cash,54.12,4.761904762,2.706,3,,Rahul Sharma,Jiya Sahu
152-63-9695,A,Chandigarh,Normal,Vanshika Gupta,Female,Health and beauty,50.97,10,25.485,535.185,2020-04-11,00:58:31,Cash,509.7,4.761904762,25.485,1.2,,Jatin Chauhan,Nitya Yadav
835-36-4659,D,Kolkata,Normal,Meher Sharma,Female,Sports and travel,18.14,8,7.256,152.376,2021-09-10,05:10:56,Walmart Gift Cards,145.12,4.761904762,7.256,1.1,,Aryan Gupta,Sanika Verma
176-02-3827,D,Mumbai,Member,Hetal Patel,Female,Electronic accessories,79.33,8,31.732,666.372,2022-12-30,10:16:47,Credit Card,634.64,4.761904762,31.732,7.8,,Himanshu Kapoor,Eesha Verma
146-85-8904,C,New Delhi,Normal,Tanuj Mehta,Male,Health and beauty,37.72,4,7.544,158.424,2015-04-09,17:11:22,Walmart Gift Cards,150.88,4.761904762,7.544,6.5,,Dinesh Yadav,Kavya Rajput
167-17-3308,E,Hyderabad,Member,Diya Yadav,Female,Food and beverages,36.72,9,16.524,347.004,2022-12-16,10:04:39,Walmart Gift Cards,330.48,4.761904762,16.524,4,,Tarun Kumar,Ishana Sharma
774-99-8870,B,Kochi,Normal,Jatin Chauhan,Male,Home and lifestyle,50.01,3,7.5015,157.5315,2016-07-07,14:52:03,Cash,150.03,4.761904762,7.5015,6.3,,Deepak Verma,Bhavika Kapoor
908-82-1948,A,Indore,Member,Urvashi Joshi,Female,Clothing,80.45,10,40.225,844.725,2015-05-22,00:39:58,Cash,804.5,4.761904762,40.225,8.3,,Farhan Khan,Oorja Gupta
354-88-3186,A,New Delhi,Member,Ishan Verma,Male,Clothing,16.47,7,5.7645,121.0545,2016-02-09,14:27:42,Credit Card,115.29,4.761904762,5.7645,8.7,,Deepesh Verma,Bhavya Tiwari
668-35-1915,A,Agra,Normal,Lucky Singh,Male,Food and beverages,65.25,1,3.2625,68.5125,2018-03-05,21:33:23,Cash,65.25,4.761904762,3.2625,7.6,,Brijesh Sharma,Urvashi Joshi
411-48-7891,C,Agra,Normal,Ekta Joshi,Female,Sports and travel,38.31,1,1.9155,40.2255,2020-02-24,12:44:28,Ewallet,38.31,4.761904762,1.9155,4.8,,Umar Khan,Pihu Gupta
759-65-0978,B,Nagpur,Normal,Meher Sharma,Female,Food and beverages,48.7,2,4.87,102.27,2023-03-03,19:14:07,Credit Card,97.4,4.761904762,4.87,6.5,,Faisal Khan,Bhavika Kapoor
385-04-7204,E,Nashik,Member,Gaurav Tiwari,Male,Food and beverages,25.32,3,3.798,79.758,2021-11-29,00:33:18,Credit Card,75.96,4.761904762,3.798,1.2,,Yogesh Mehta,Qamar Yadav
419-22-1775,B,Bhopal,Normal,Yash Patel,Male,Sports and travel,14.75,10,7.375,154.875,2023-08-02,17:48:05,Credit Card,147.5,4.761904762,7.375,7.9,,Govind Tiwari,Risha Joshi
797-18-9396,E,Bangalore,Normal,Rahul Sharma,Male,Sports and travel,71.14,9,32.013,672.273,2023-08-24,11:32:30,Walmart Gift Cards,640.26,4.761904762,32.013,6.8,,Yuvraj Yadav,Tanisha Patel
129-43-7922,C,Bhopal,Member,Aditi Singh,Female,Food and beverages,28.98,10,14.49,304.29,2016-07-27,04:44:20,Cash,289.8,4.761904762,14.49,5.9,,Tushar Sahu,Naina Rajput
372-79-3346,C,Vishakhapatnam,Member,Tejas Joshi,Male,Food and beverages,95.13,2,9.513,199.773,2019-01-22,06:23:08,Credit Card,190.26,4.761904762,9.513,3.6,,Tejas Joshi,Urvashi Joshi
721-39-6771,B,Agra,Member,Hitesh Yadav,Male,Food and beverages,24.47,2,2.447,51.387,2016-08-01,11:37:15,Cash,48.94,4.761904762,2.447,4.6,,Nishant Verma,Aanya Sharma
146-13-9011,E,Chandigarh,Normal,Oishi Tiwari,Female,Books,40.87,3,6.1305,128.7405,2019-12-23,02:18:20,Walmart Gift Cards,122.61,4.761904762,6.1305,3.1,,Manoj Sharma,Fatima Joshi
555-59-0191,B,Ahmedabad,Normal,Faizan Khan,Male,Books,28.3,4,5.66,118.86,2021-08-07,05:31:15,Walmart Gift Cards,113.2,4.761904762,5.66,3.3,,Jatin Chauhan,Megha Kapoor
861-94-7814,E,Agra,Normal,Gagan Singh,Male,Clothing,26.87,9,12.0915,253.9215,2021-05-01,00:30:09,Credit Card,241.83,4.761904762,12.0915,6.6,,Mukesh Kumar,Qamar Yadav
368-51-4471,A,Vadodara,Normal,Mohit Sahu,Male,Health and beauty,62.54,10,31.27,656.67,2020-12-15,23:16:00,Cash,625.4,4.761904762,31.27,3.3,,Tanuj Mehta,Ojasvi Tiwari
862-91-1958,E,Jaipur,Normal,Zeeshan Patel,Male,Clothing,72.72,5,18.18,381.78,2020-07-23,15:31:08,Cash,363.6,4.761904762,18.18,9,,Mukesh Kumar,Gitanjali Sharma
146-83-8536,C,Vishakhapatnam,Normal,Ishita Mehta,Female,Books,10.79,6,3.237,67.977,2022-11-15,03:53:33,Credit Card,64.74,4.761904762,3.237,8.5,,Rajveer Gupta,Pari Chauhan
329-92-4752,A,Pune,Normal,Sanika Verma,Female,Sports and travel,21.01,2,2.101,44.121,2021-07-21,01:44:23,Ewallet,42.02,4.761904762,2.101,3.7,,Sahil Gupta,Meher Sharma
633-88-4114,C,Nagpur,Normal,Sanya Verma,Female,Food and beverages,41.55,9,18.6975,392.6475,2020-05-01,19:25:48,Cash,373.95,4.761904762,18.6975,1.8,,Keshav Sharma,Leela Yadav
693-13-7594,A,Lucknow,Normal,Pihu Gupta,Female,Books,82.15,1,4.1075,86.2575,2018-06-10,10:46:29,Cash,82.15,4.761904762,4.1075,7.5,,Gaurav Tiwari,Zoya Gupta
223-53-8192,A,Nagpur,Member,Bhavna Sharma,Female,Books,31.37,5,7.8425,164.6925,2023-11-20,19:43:58,Walmart Gift Cards,156.85,4.761904762,7.8425,9.8,,Naveen Sharma,Lavisha Kapoor
458-93-8005,E,Mumbai,Member,Anika Patel,Female,Home and lifestyle,35.06,1,1.753,36.813,2016-07-20,03:49:49,Credit Card,35.06,4.761904762,1.753,8.7,,Dinesh Yadav,Ojasvi Tiwari
168-47-6910,D,New Delhi,Normal,Chhavi Chauhan,Female,Electronic accessories,55.64,5,13.91,292.11,2016-06-13,10:49:25,Cash,278.2,4.761904762,13.91,3.9,,Omkar Mehta,Divisha Kapoor
436-78-3624,C,Nagpur,Normal,Bhavika Kapoor,Female,Books,15.91,7,5.5685,116.9385,2022-09-02,13:18:00,Ewallet,111.37,4.761904762,5.5685,6.8,,Utkarsh Yadav,Ishana Sharma
438-45-5616,A,Nagpur,Member,Zara Tiwari,Female,Clothing,70.62,8,28.248,593.208,2023-07-24,06:14:22,Ewallet,564.96,4.761904762,28.248,4.2,,Yash Patel,Yashi Kapoor
101-41-6861,C,Chandigarh,Normal,Aanya Sharma,Female,Sports and travel,69.72,4,13.944,292.824,2015-08-11,11:06:37,Cash,278.88,4.761904762,13.944,3.4,,Rahul Sharma,Hina Gupta
952-69-4795,A,Pune,Normal,Sagar Mehta,Male,Sports and travel,10.22,10,5.11,107.31,2015-11-07,03:15:27,Walmart Gift Cards,102.2,4.761904762,5.11,3.2,,Yuvraj Yadav,Prisha Khan
380-26-7240,A,Bhopal,Normal,Ginni Gupta,Female,Home and lifestyle,85.48,1,4.274,89.754,2018-10-24,14:26:38,Cash,85.48,4.761904762,4.274,9.1,,Vicky Singh,Myra Patel
371-91-5928,C,Bhopal,Member,Deepesh Verma,Male,Books,80.93,4,16.186,339.906,2023-08-24,19:23:13,Cash,323.72,4.761904762,16.186,6.6,,Tushar Sahu,Prisha Khan
316-82-6143,A,Vishakhapatnam,Normal,Tanya Rajput,Female,Food and beverages,34.78,1,1.739,36.519,2019-07-26,12:32:16,Ewallet,34.78,4.761904762,1.739,9.4,,Bhushan Sharma,Oorja Gupta
440-76-2964,E,Jaipur,Member,Eesha Verma,Female,Food and beverages,45.13,8,18.052,379.092,2022-09-04,22:07:15,Walmart Gift Cards,361.04,4.761904762,18.052,2.1,,Tanuj Mehta,Risha Joshi
171-51-7630,A,Agra,Member,Om Prakash Sharma,Male,Sports and travel,61.48,10,30.74,645.54,2019-06-30,04:39:53,Cash,614.8,4.761904762,30.74,3.6,,Keshav Sharma,Naina Rajput
192-15-9047,D,Chandigarh,Member,Yashi Kapoor,Female,Food and beverages,38.71,2,3.871,81.291,2020-01-06,06:03:58,Credit Card,77.42,4.761904762,3.871,1.9,,Dev Patel,Ojasvi Tiwari
389-22-0041,A,Jaipur,Normal,Ravi Patel,Male,Health and beauty,37.06,8,14.824,311.304,2023-11-08,06:04:34,Ewallet,296.48,4.761904762,14.824,5.9,,Eklavya Verma,Parina Patel
760-12-7486,A,Ahmedabad,Member,Omkar Chauhan,Male,Health and beauty,64.75,4,12.95,271.95,2022-06-27,13:58:16,Cash,259,4.761904762,12.95,8.7,,Karthik Kapoor,Ishana Sharma
283-30-5395,A,Indore,Member,Sagar Mehta,Male,Food and beverages,82.49,5,20.6225,433.0725,2023-06-09,15:46:22,Credit Card,412.45,4.761904762,20.6225,7.9,,Nitin Singh,Megha Kapoor
446-84-9540,C,Agra,Member,Nitin Singh,Male,Books,30.66,3,4.599,96.579,2017-03-18,18:00:24,Credit Card,91.98,4.761904762,4.599,9.3,,Aryan Gupta,Falguni Mehta
370-11-2391,B,Chennai,Normal,Abhishek Yadav,Male,Food and beverages,53.81,10,26.905,565.005,2018-11-17,03:05:14,Credit Card,538.1,4.761904762,26.905,1.5,,Zeeshan Patel,Kashish Kapoor
979-89-9062,C,Bhopal,Member,Ishita Mehta,Female,Clothing,84.03,6,25.209,529.389,2020-07-12,15:26:28,Cash,504.18,4.761904762,25.209,1.4,,Vikrant Tiwari,Qiana Tiwari
384-47-0614,A,Kochi,Normal,Deepak Verma,Male,Home and lifestyle,22.01,5,5.5025,115.5525,2015-05-11,14:08:43,Ewallet,110.05,4.761904762,5.5025,9.5,,Mohan Patel,Bhavna Sharma
904-90-8788,E,Kochi,Member,Pradeep Chauhan,Male,Books,52.37,10,26.185,549.885,2016-08-14,07:29:59,Ewallet,523.7,4.761904762,26.185,5.6,,Rajveer Gupta,Ishaani Sahu
829-62-5933,C,New Delhi,Normal,Arjun Patel,Male,Home and lifestyle,16.76,5,4.19,87.99,2023-05-01,12:42:43,Credit Card,83.8,4.761904762,4.19,4.6,,Javed Khan,Jigyasa Verma
542-16-9004,D,Vishakhapatnam,Member,Naveen Sharma,Male,Electronic accessories,17.74,3,2.661,55.881,2015-10-13,00:57:33,Credit Card,53.22,4.761904762,2.661,9.3,,Aditya Singh,Charvi Verma
866-12-3354,B,Kolkata,Normal,Mohit Sahu,Male,Home and lifestyle,52.71,6,15.813,332.073,2023-10-06,04:20:11,Cash,316.26,4.761904762,15.813,6.5,,Mukesh Kumar,Saisha Khan
499-18-4764,E,Bhopal,Normal,Parth Kapoor,Male,Sports and travel,66.05,7,23.1175,485.4675,2015-07-18,04:34:38,Walmart Gift Cards,462.35,4.761904762,23.1175,3.6,,Zayd Khan,Ria Singh
540-38-6180,A,Vishakhapatnam,Normal,Omkar Mehta,Male,Health and beauty,44.09,9,19.8405,416.6505,2021-03-19,17:17:55,Cash,396.81,4.761904762,19.8405,1.7,,Tushar Sahu,Kashish Kapoor
557-93-4336,B,Chennai,Member,Eshan Verma,Male,Health and beauty,41.4,7,14.49,304.29,2015-02-27,20:47:50,Ewallet,289.8,4.761904762,14.49,2.8,,Eshan Verma,Bhavika Kapoor
